Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term
749,7490.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
750,7500.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
751,7510.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
752,7520.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
753,7530.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
754,7540.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
755,7550.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
756,7560.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
757,7570.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
758,7580.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
759,7590.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
760,7600.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
761,7610.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
762,7620.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
763,7630.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
764,7640.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
765,7650.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
766,7660.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
767,7670.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
768,7680.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
769,7690.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
770,7700.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
771,7710.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
772,7720.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
773,7730.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
774,7740.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
775,7750.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
776,7760.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
777,7770.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
778,7780.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
779,7790.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
780,7800.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
781,7810.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
782,7820.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
783,7830.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
784,7840.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
785,7850.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
786,7860.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
787,7870.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
788,7880.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
789,7890.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
790,7900.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
791,7910.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
792,7920.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
793,7930.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
794,7940.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
795,7950.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
796,7960.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
797,7970.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
798,7980.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
799,7990.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
800,8000.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
801,8010.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
802,8020.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
803,8030.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
804,8040.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
805,8050.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
806,8060.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
807,8070.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
808,8080.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
809,8090.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
810,8100.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
811,8110.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
812,8120.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
813,8130.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
814,8140.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
815,8150.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
816,8160.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
817,8170.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
818,8180.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
819,8190.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
820,8200.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
821,8210.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
822,8220.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
823,8230.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
824,8240.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
825,8250.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
826,8260.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
827,8270.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
828,8280.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
829,8290.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
830,8300.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
831,8310.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
832,8320.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
833,8330.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
834,8340.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
835,8350.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
836,8360.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
837,8370.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
838,8380.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
839,8390.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
840,8400.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
841,8410.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
842,8420.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
843,8430.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
844,8440.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
845,8450.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
846,8460.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
847,8470.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
848,8480.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
849,8490.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
850,8500.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
851,8510.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
852,8520.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
853,8530.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
854,8540.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
855,8550.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
856,8560.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
857,8570.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
858,8580.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
859,8590.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
860,8600.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
861,8610.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
862,8620.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
863,8630.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
864,8640.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
865,8650.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
866,8660.02,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
867,8670.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
868,8680.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
869,8690.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
870,8700.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
871,8710.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
872,8720.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
873,8730.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
874,8740.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
875,8750.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
876,8760.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
877,8770.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
878,8780.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
879,8790.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
880,8800.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
881,8810.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
882,8820.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
883,8830.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
884,8840.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
885,8850.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
886,8860.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
887,8870.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
888,8880.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
889,8890.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
890,8900.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
891,8910.10,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
892,8920.11,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
893,8930.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
894,8940.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
895,8950.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
896,8960.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
897,8970.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
898,8980.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
899,8990.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
900,9000.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
901,9010.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
902,9020.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
903,9030.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
904,9040.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
905,9050.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
906,9060.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
907,9070.04,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
908,9080.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
909,9090.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
910,9100.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
911,9110.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
912,9120.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
913,9130.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
914,9140.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
915,9150.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
916,9160.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
917,9170.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
918,9180.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
919,9190.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
920,9200.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
921,9210.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
922,9220.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
923,9230.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
924,9240.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
925,9250.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
926,9260.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
927,9270.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
928,9280.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
929,9290.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
930,9300.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
931,9310.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
932,9320.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
933,9330.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
934,9340.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
935,9350.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
936,9360.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
937,9370.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
938,9380.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
939,9390.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
940,9400.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
941,9410.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
942,9420.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
943,9430.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
944,9440.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
945,9450.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
946,9460.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
947,9470.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
948,9480.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
949,9490.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
950,9500.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
951,9510.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
952,9520.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
953,9530.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
954,9540.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
955,9550.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
956,9560.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
957,9570.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
958,9580.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
959,9590.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
960,9600.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
961,9610.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
962,9620.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
963,9630.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
964,9640.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
965,9650.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
966,9660.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
967,9670.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
968,9680.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
969,9690.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
970,9700.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
971,9710.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
972,9720.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
973,9730.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
974,9740.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
975,9750.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
976,9760.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
977,9770.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
978,9780.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
979,9790.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
980,9800.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
981,9810.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
982,9820.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
983,9830.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
984,9840.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
985,9850.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
986,9860.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
987,9870.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
988,9880.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
989,9890.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
990,9900.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
991,9910.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
992,9920.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
993,9930.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
994,9940.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
995,9950.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
996,9960.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
997,9970.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
998,9980.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
999,9990.03,2,0.05,-0.00,0.05,0.0,0.5,0.5,0.5
